Username,Produk,Review,Rating,ReviewAt
user_10594,Celana Jeans,Kualitas sangat buruk.,1,2023-10-16
user_20530,Skincare Serum,Suka banget sama produk ini.,5,2023-08-14
user_10672,Sepatu Sneakers,Sesuai dengan rating dan review yang saya baca.,4,2024-06-01
dananghakim,Jam Tangan Digital,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-01
wawan92,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",5,2025-01-25
user_9633,Celana Jeans,Barang tidak berfungsi dengan baik.,2,2024-07-20
user_23264,Skincare Serum,Barang datang lebih cepat dari perkiraan.,4,2024-06-15
user_24461,Tas Wanita,Barang datang lebih cepat dari perkiraan.,4,2024-05-27
user_19856,Powerbank,"Barang cacat, sangat mengecewakan.",2,2023-01-09
user_14741,Jam Tangan Digital,"Beli karena review bagus, ternyata zonk.",1,2023-05-27
user_846,Celana Jeans,"Servis buruk, tidak profesional.",1,2024-06-07
fifiiiii13,"Gosh Paperbag 005 (TIDAK DIJUAL PPBG AJA, ORDER HARUS SESUAI QUANTITY PEMBELIAN PRODUK)","Desain:GA DIKIRIM PAPERBAGNYA
Ukuran:GA DIKIRIM PAPERBAGNYA
Keaslian:GA DIKIRIM PAPERBAGNYA",1,2025-06-13 01:22
user_5096,Parfum Wanita,Harga terjangkau dengan kualitas oke.,5,2023-04-03
user_14959,Mouse Wireless,Produk tidak sesuai gambar.,2,2024-11-15
user_9459,Makeup Set,Penjual tidak merespon chat.,1,2023-03-15
user_12281,Skincare Serum,Sangat puas dengan pelayanan toko ini.,4,2024-04-08
prasetya.e,BLACKMORES HEALTHY JOINTS BPOM KALBE - 30 TAB  | Suplemen Kesehatan Sendi Dan Tulang Rawan,"Kadaluarsa:masih lama
Keaslian:asli
Kondisi Paket:aman terkendali

Mantap sekali",5,2025-06-13 09:55
bagiyabudiyanto,Powerbank 10000mAh,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-11-24
user_23384,Tas Wanita,Produk kotor dan tidak layak pakai.,1,2024-09-22
user_2970,Makeup Set,Rating tinggi tapi kualitas rendah.,2,2024-07-16
user_1938,Skincare Serum,Sesuai dengan rating dan review yang saya baca.,5,2023-01-09
user_14407,Parfum Wanita,Pengiriman sangat lama.,2,2023-11-12
user_23592,Keyboard Mechanical,Barang rusak saat diterima.,1,2024-11-07
csihombing,Sandals Pria,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-06-18
user_8864,Skincare Serum,"Barang cacat, sangat mengecewakan.",2,2024-01-15
user_7089,Meja Belajar,Sudah komplain tapi tidak ada solusi.,2,2024-06-16
amzaya21,[New Launch] SKINTIFIC - 377 Dark Spot Essence Toner 80ml | Flek Hitam Brightening Whitening 6-In-1 Efficacy 377 Pro Menyamarkan Noda Hitam,PENGIRIMAN LAMA!!!,1,2025-06-13 20:17
user_712,Keyboard Mechanical,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-05-26
user_360,Powerbank,Sudah komplain tapi tidak ada solusi.,1,2023-11-21
user_209,Buku Catatan,Packing asal-asalan.,2,2024-05-08
user_1388,Headset Gaming,Produk sangat bagus dan sesuai deskripsi!,4,2023-10-23
lsuartini,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-06
user_4740,Sepatu Sneakers,"Barang cacat, sangat mengecewakan.",1,2023-07-31
user_5182,Headset Gaming,Worth it banget untuk harga segini.,5,2024-10-12
user_7083,Headset Gaming,Rating tinggi tapi kualitas rendah.,2,2024-01-05
kikiiiiiiiiii33,SKINTIFIC - Perfect Stay Velvet Matte Cushion | Foundation Compact Oil-Control Waterproof Sweatproof Matte Finish Non-Comedogenic Poreless Blue Cushion Foundation Flawless BB&CC Cream Makeup High-Coverage Bedak Skin Tint,"Pengiriman cepat,aman,dan sesuainpesanan. Ringan saat di pakai.pengiriman baik",5,2025-06-09 13:57
cindyraymoonlight7,HijabChic Sandy Broken White Stripe Top - Atasan Kaos Muslim Simple Lengan Pof Oversized Best Seller,"Warna:menarik
Desain:lucu
Kenyamanan:agak panas

Agak panas.
Pengiriman cepat sampai yang dikirim sesuai dengan pesanan harga terjangkau",5,2025-05-18 16:29
user_10398,Mouse Wireless,Kualitas sangat buruk.,2,2024-07-11
user_5455,Jam Tangan Digital,Warna tidak sesuai pesanan.,2,2023-12-06
tari90,Kaos Oblong,Barang sampai dengan aman dan cepat.,5,2025-05-15
user_978,Kursi Lipat,Produk kotor dan tidak layak pakai.,2,2024-08-22
user_21604,Celana Jeans,Warna tidak sesuai pesanan.,2,2024-08-12
n*****8,Sandal Jepit Disney Nevada,"Warna:sesuai
Tampilan:bagus

Alhamdulillah masyaallah tabarakallah barang udh sampai dgn selamat... pengiriman cepat smoga awet  sendalnya aamiin ⭐⭐⭐⭐⭐",5,2024-03-09 15:35
bakiono11,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",4,2025-05-26
user_6447,Powerbank,"Barang palsu, bukan original.",2,2024-12-25
user_18601,Jam Tangan Digital,Rating tinggi tapi kualitas rendah.,2,2023-06-15
user_20648,Skincare Serum,Tidak direkomendasikan sama sekali.,1,2024-03-29
wputra,Tas Ransel,"Warnanya cantik dan tahan lama, puas banget!",5,2024-10-03
user_10398,Celana Jeans,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-07-06
user_8059,Rak Sepatu,Barang tidak berfungsi dengan baik.,2,2024-05-29
user_17689,Sepatu Sneakers,Produk kotor dan tidak layak pakai.,2,2023-04-17
user_11753,Mouse Wireless,"Mantap, gak nyesel beli di sini.",5,2023-03-14
user_15748,Sepatu Sneakers,Barang tidak berfungsi dengan baik.,1,2024-07-15
a*****a,Bedcover Set Plain Khaki Dual Color 90x200 - 200x200,"Desain:estetik
Tekstur:lembut
Warna:warna sesuai

ga ekspek ternyata bahan sprei nya selembut itu, bedcovernya juga nyaman dipakai tidak terlalu tebal, suka pokoknya",5,2025-05-23 07:33
user_17031,Meja Belajar,Baru dipakai sebentar sudah rusak.,1,2024-04-23
user_9484,Mouse Wireless,Barang rusak saat diterima.,1,2024-05-07
user_23050,Sepatu Sneakers,Terlalu mahal untuk kualitas seperti ini.,2,2023-10-06
tpalastri,Kaos Oblong,"Pengiriman cepat, packing rapi. Recommended!",5,2024-12-30
user_21473,Flashdisk 64GB,"Puas banget, terima kasih seller!",5,2024-03-11
user_6613,Smartphone Android,Ukuran pas dan sesuai pesanan.,4,2024-03-31
afina12eka,SKINTIFIC -  Acid Peeling Solution Serum 30ml | Eksfoliasi Wajah  Exfoliasi Exfoliating Serum Essence Penghalusan Kulit  Mengangkat Sel Kulit Mati Membersihkan Anti Acne Mencerahkan Jerawat Dark Spot Brightening Mengencangkan Kulit,"Kondisi Barang:palsu
Aroma:wangi
Efek:muka ku kangsung panas dan terasa terbakar,muka langsung merah,sepertinya ini barang palsu",1,2025-06-09 19:50
user_1932,Kursi Lipat,Sudah komplain tapi tidak ada solusi.,2,2023-09-03
user_18998,Skincare Serum,"Beli karena review bagus, ternyata zonk.",1,2024-04-20
karimahuyainah,Mouse Wireless,"Pengiriman cepat, packing rapi. Recommended!",5,2025-06-07
user_2478,Sepatu Sneakers,Barang rusak saat diterima.,1,2024-04-16
yo_r7mbo68,HijabChic Gaiia Beige Top - Kemeja Bordir Bunga Elegan Cantik Bahan Polycotton Lembut Ironless,"Desain:memiliki desain yang bener bener cantik
Bahan:sangat halus dan nyaman
Kualitas:terjamin

Sayang panjang baju untuk atasan di toko ini pendek pendek
Terimakasih",5,2025-06-15 08:43
bpermadi,Headset Bluetooth,Produk original dan kualitasnya premium.,5,2024-07-25
user_23221,Makeup Set,Produk tidak sesuai gambar.,1,2024-06-18
user_746,Sepatu Sneakers,Barang rusak saat diterima.,2,2023-06-05
user_16037,Celana Jeans,Produk kotor dan tidak layak pakai.,1,2024-03-28
user_17249,Makeup Set,Packing asal-asalan.,2,2024-04-05
susantikasiyah,Sepatu Sneakers,Produk original dan kualitasnya premium.,5,2024-11-01
user_24217,Kemeja Pria,"Mantap, gak nyesel beli di sini.",4,2024-02-03
goldjkt.id,SKINTIFIC - 5X Ceramide Barrier Serum 20ml | Merawat skin barrier Serum Mencerahkan Dark Spot Tumpas Komedo anti aging anti acne Eksfoliasi Mengangkat Sel Kulit Mati Exfoliating with Ceramide Probiotik Kompleks Centella Asiatica,"Beli ukuran gede taunya isinya warna kuning🥲
Ga murah loh padahal udah pengiriman instan",1,2025-06-11 13:15
user_20836,Celana Jeans,Kualitas di atas ekspektasi saya!,5,2024-08-14
user_1385,Tas Wanita,Sangat puas dengan pelayanan toko ini.,5,2024-04-27
user_15612,Parfum Wanita,Sudah komplain tapi tidak ada solusi.,1,2023-04-04
npurnawati,Jaket Hoodie,"Warnanya cantik dan tahan lama, puas banget!",5,2024-11-15
user_20222,Powerbank,Harga terjangkau dengan kualitas oke.,5,2024-03-06
user_17981,Flashdisk 64GB,Kualitas sangat buruk.,2,2023-05-14
user_152,Powerbank,Tidak direkomendasikan sama sekali.,2,2024-09-24
najmudingina,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",5,2025-03-16
anita22,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",5,2025-04-06
user_17171,Rak Sepatu,"Barang cacat, sangat mengecewakan.",1,2023-02-07
user_5571,Jam Tangan Digital,Top banget! Bakal order lagi nanti.,4,2024-07-27
vsinaga,Keyboard Mechanical,"Pengiriman cepat, packing rapi. Recommended!",5,2024-11-15
user_15702,Tas Wanita,Barang rusak saat diterima.,2,2023-05-22
user_20372,Flashdisk 64GB,Barang original dan berkualitas.,5,2023-01-28
sudiatibakiadi,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-02
user_497,Skincare Serum,Penjual tidak merespon chat.,2,2023-12-03
r*****a,SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,"Tekstur:cair
Cocok untuk:semua jenis kulit
Aroma:tidaak ada

Udah di pake seminggu.
Ternyata emang buat ngecilin pori pori...
Naambah gong kalo di pake'in barengan sama moisturizer nya...
Bener bener nampol...",5,2025-06-04 14:28
safitricaraka,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2025-02-06
user_16663,Kemeja Pria,Packing asal-asalan.,1,2024-12-26
user_15424,Headset Gaming,Barang original dan berkualitas.,5,2023-05-01
user_20189,Makeup Set,"Beli karena review bagus, ternyata zonk.",2,2023-11-24
user_9451,Powerbank,Penjual tidak merespon chat.,1,2024-06-22
user_20650,Kursi Lipat,Harga terjangkau dengan kualitas oke.,4,2023-07-11
user_18017,Powerbank,"Barang cacat, sangat mengecewakan.",2,2024-01-10
user_15166,Tas Wanita,Kualitas di atas ekspektasi saya!,4,2023-05-27
user_2164,Headset Gaming,Ukuran pas dan sesuai pesanan.,4,2024-12-21
ikawijayanti,Sandals Pria,"Harga terjangkau, kualitas mantap!",4,2024-10-25
_*****8,SKINTIFIC - Mugwort Acne Clay Stick + Alaska Clay Stick | Clay Stick Combo Masker Wajah Komedo Acner Eksfoliasi Wajah Glowing Kecantikan Skincare Niacinamide Salicylic Acid Ceramide Centella Glycolic Acid Probiotic Complex,"Roll bawahnya dol, gabisa di puter samsek. salah sy sih buka produk ga di video in samsek, tp siapa yg kepikiran rusaknya tuh di bagian dlmnya. Soalnya kotaknya full masoh ke segel , kecewa bgt deh",1,2025-06-14 14:01
user_16289,Mouse Wireless,Pengiriman cepat dan aman.,4,2023-09-17
user_11024,Headset Gaming,Kualitas sangat buruk.,2,2023-06-12
user_21030,Flashdisk 64GB,"Servis buruk, tidak profesional.",1,2023-02-25
ytamba,Lipstik Matte,Barang sampai dengan aman dan cepat.,4,2024-07-16
m*****i,ERHA Follicore 30 caps - Suplemen Rambut Rontok,"Kadaluarsa:masa berlaku produk panjang
Tekstur:seperti kapsul isi pada umumnya
Keaslian:terjamin original",5,2025-06-13 05:37
novaulyana21,SKINTIFIC - Amino Acid Ultra Gentle Cleansing Mousse 100ml,Saya sudah chat admin minta tolong dikasih expired yang paling lama. Tapi dikasih yang tahun 2026 😥😥,2,2025-06-07 19:39
user_10907,Parfum Wanita,Baru dipakai sebentar sudah rusak.,2,2024-02-10
user_11000,Kemeja Pria,Sudah komplain tapi tidak ada solusi.,1,2024-11-15
user_5840,Meja Belajar,Penjual tidak merespon chat.,2,2023-10-24
user_23441,Flashdisk 64GB,Suka banget sama produk ini.,5,2023-03-14
user_13700,Headset Gaming,Sudah komplain tapi tidak ada solusi.,2,2024-12-01
user_23597,Kaos Polos,Sangat puas dengan pelayanan toko ini.,5,2023-12-16
user_1784,Parfum Wanita,Packing asal-asalan.,2,2024-03-29
user_6369,Makeup Set,Produk kotor dan tidak layak pakai.,1,2023-04-06
user_19011,Skincare Serum,"Barang palsu, bukan original.",2,2024-07-14
user_21942,Tas Wanita,Produk kotor dan tidak layak pakai.,1,2023-07-23
user_6056,Kemeja Pria,Packing rapi dan aman sampai tujuan.,4,2024-05-16
lizafroulina,ERHA Twin Flame Acneact Gentle Acne Facial Wash Witch Hazel & BHA 100g  - Sabun Wajah Jerawat,Kelihatannya admin lupa kalau yang saya pesan twin pack. Yang dikirim cuma 1 pcs facial wash. Tidak sempat videokan unboxing. It's ok tapi minta tlg admin lebih perhatikan utk ke depannya.,1,2025-06-12 20:21
user_17878,Mouse Wireless,Sangat puas dengan pelayanan toko ini.,4,2023-09-18
ahassanah,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",5,2025-04-20
inamaga,Dompet Kulit,Barang sampai dengan aman dan cepat.,5,2024-12-13
iwibisono,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2024-07-28
user_14614,Rak Sepatu,Sudah komplain tapi tidak ada solusi.,2,2024-07-16
user_11210,Kemeja Pria,Barang datang lebih cepat dari perkiraan.,5,2024-04-10
user_11146,Celana Jeans,"Barang palsu, bukan original.",1,2024-07-25
user_8823,Celana Jeans,Barang original dan berkualitas.,4,2024-04-08
user_16323,Rak Sepatu,Ukuran tidak sesuai deskripsi.,1,2024-10-20
fujiatiokto,Tumbler Stainless,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-26
user_22035,Flashdisk 64GB,Ukuran pas dan sesuai pesanan.,4,2023-08-09
user_10996,Keyboard Mechanical,Sangat puas dengan pelayanan toko ini.,4,2024-06-26
zelda64,Keyboard Mechanical,Produk original dan kualitasnya premium.,5,2024-12-06
user_7612,Flashdisk 64GB,Barang datang lebih cepat dari perkiraan.,4,2024-04-04
user_24091,Powerbank,Penjual tidak merespon chat.,2,2023-01-17
mustofamalika,Sandals Pria,Barang sampai dengan aman dan cepat.,4,2024-09-15
user_2446,Rak Sepatu,"Puas banget, terima kasih seller!",4,2023-01-28
s*****u,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask 1ea,"Aroma:Wangi
Kadaluarsa:Masa berlaku panjang
Keaslian:Original

Alhamdulillaah
Walau lama nyampe. Akhirnya datrng juga oaket mukenah terusan warnanya seperti wine atau bugundy. Bagus cantik sekali. Bahan halus. Aroma wangi. Nyaman dipake saat sholat. Semoga berkah barokah. Terima kasih seller. Sukses selalu.",5,2025-06-11 19:50
anitapermatasari98,SKINTIFIC - Perfect Stay Velvet Matte Cushion | Foundation Compact Oil-Control Waterproof Sweatproof Matte Finish Non-Comedogenic Poreless Blue Cushion Foundation Flawless BB&CC Cream Makeup High-Coverage Bedak Skin Tint,Kapok beli disini enggak amanah gak sesuai pesanan yang dibeli cushion sama tempat kacanya malah dikirim refillnya😤😤,1,2025-06-10 07:36
user_19328,Lampu Tidur,Harga terjangkau dengan kualitas oke.,4,2024-09-30
user_673,Smartphone Android,Terlalu mahal untuk kualitas seperti ini.,2,2024-11-02
c*****_,Gosh Lunaria 412 Shoulder Bag,"Desain:baik
Pas untuk Acara:ya
Kapasitas:baik

bagus bangettttt",5,2025-06-09 17:09
user_1156,Sepatu Sneakers,"Pelayanan cepat, packing aman, produk oke!",4,2023-09-01
user_2543,Makeup Set,Penjual tidak merespon chat.,1,2024-12-03
garanrajasa,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-06-01
user_18971,Parfum Wanita,Ukuran pas dan sesuai pesanan.,4,2024-09-23
latikasihotang,Tumbler Stainless,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-09-13
vkusmawati,Tumbler Stainless,"Harga terjangkau, kualitas mantap!",5,2025-06-09
user_21691,Keyboard Mechanical,Worth it banget untuk harga segini.,5,2023-11-10
user_799,Headset Gaming,Pengiriman sangat lama.,1,2024-08-25
kpangestu,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-06-02
user_7184,Skincare Serum,Sangat kecewa dengan produk ini.,2,2023-03-05
indrahariyah,Jaket Hoodie,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-01-15
user_17526,Buku Catatan,Suka banget sama produk ini.,5,2024-02-04
user_12508,Mouse Wireless,Sudah komplain tapi tidak ada solusi.,1,2024-01-30
user_20841,Makeup Set,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-12-29
user_9277,Buku Catatan,"Barang cacat, sangat mengecewakan.",1,2024-01-22
gasti09,Jaket Hoodie,Produk original dan kualitasnya premium.,5,2025-05-24
user_14002,Kaos Polos,"Barang palsu, bukan original.",1,2023-02-24
user_8364,Mouse Wireless,Ukuran pas dan sesuai pesanan.,5,2023-04-13
user_15178,Smartphone Android,Ukuran tidak sesuai deskripsi.,1,2023-11-03
user_16890,Skincare Serum,Produk sangat bagus dan sesuai deskripsi!,5,2023-06-29
user_1206,Kaos Polos,Suka banget sama produk ini.,4,2024-11-11
lmansur,Kemeja Polos,"Pengiriman cepat, packing rapi. Recommended!",5,2024-11-03
user_17435,Keyboard Mechanical,Produk kotor dan tidak layak pakai.,1,2023-05-19
user_20655,Kaos Polos,Penjual tidak merespon chat.,1,2023-12-18
user_14743,Keyboard Mechanical,Penjual sangat ramah dan fast respon.,5,2024-01-03
user_12683,Mouse Wireless,Sangat direkomendasikan untuk semua orang.,5,2024-08-17
user_321,Jam Tangan Digital,Sesuai dengan rating dan review yang saya baca.,4,2023-08-24
user_21808,Celana Jeans,Terlalu mahal untuk kualitas seperti ini.,2,2024-08-15
user_4038,Kaos Polos,Barang datang lebih cepat dari perkiraan.,4,2024-08-01
user_216,Jam Tangan Digital,Warna tidak sesuai pesanan.,1,2024-09-27
user_4728,Sepatu Sneakers,Kualitas di atas ekspektasi saya!,4,2024-07-27
user_24961,Powerbank,Pengiriman cepat dan aman.,4,2023-02-14
user_6629,Tas Wanita,Warna tidak sesuai pesanan.,1,2024-03-16
sitiwidiastuti,Lipstik Matte,"Harga terjangkau, kualitas mantap!",5,2024-09-17
user_10900,Rak Sepatu,Terlalu mahal untuk kualitas seperti ini.,2,2024-04-02
user_2275,Makeup Set,"Barang palsu, bukan original.",1,2023-01-27
user_6273,Kemeja Pria,Kualitas di atas ekspektasi saya!,5,2023-09-28
candra00,Tumbler Stainless,Produk original dan kualitasnya premium.,5,2024-07-25
user_7080,Mouse Wireless,Produk tidak sesuai gambar.,1,2023-02-19
user_10732,Tas Wanita,"Beli karena review bagus, ternyata zonk.",2,2023-05-19
user_14064,Kursi Lipat,Penjual tidak merespon chat.,2,2023-04-09
user_12041,Keyboard Mechanical,Sangat kecewa dengan produk ini.,1,2023-06-19
user_1730,Mouse Wireless,"Beli karena review bagus, ternyata zonk.",1,2023-08-27
user_21971,Smartphone Android,Top banget! Bakal order lagi nanti.,4,2024-06-29
d*****h,Sandal Rumah Miniso,"Kenyamanan:nyaman dan ringan di kaki
Warna:pink
Durabilitas:tahan lama",5,2025-01-19 05:21
user_15151,Lampu Tidur,Sudah komplain tapi tidak ada solusi.,2,2024-07-04
user_21005,Buku Catatan,"Barang palsu, bukan original.",2,2023-06-02
lutrigreselina725,SKINTIFIC - Glycolic Acid Exfoliating Daily Clarifying Toner AHA PHA Eksfoliasi Kulit Acne Treatment Eksfoliasi Wajah Summer Autumn Skin Barrier Improve,"gak sesuai aja yang di pesan apa, yang datang apa
kecewa",2,2025-06-10 19:18
user_10862,Headset Gaming,Pengiriman sangat lama.,2,2023-02-26
rahimahbagas,Headset Bluetooth,Barang sampai dengan aman dan cepat.,5,2024-11-17
pmarbun,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",4,2024-12-03
ratihsitumorang,Powerbank 10000mAh,"Packing rapi banget, penjual ramah.",5,2024-08-02
user_2344,Tas Wanita,"Barang palsu, bukan original.",2,2024-05-28
user_11545,Tas Wanita,Packing rapi dan aman sampai tujuan.,5,2024-02-11
ilyassudiati,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",5,2024-09-08
hamimasaputra,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",5,2024-09-23
hadipudjiastuti,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2025-02-01
user_2015,Lampu Tidur,Produk sangat bagus dan sesuai deskripsi!,5,2023-06-02
user_18898,Makeup Set,Produk kotor dan tidak layak pakai.,1,2023-10-13
user_18473,Kursi Lipat,Baru dipakai sebentar sudah rusak.,1,2024-05-26
user_14993,Tas Wanita,Barang datang lebih cepat dari perkiraan.,4,2024-07-04
user_11486,Buku Catatan,Produk kotor dan tidak layak pakai.,1,2023-07-02
user_438,Sepatu Sneakers,Barang tidak berfungsi dengan baik.,2,2024-09-13
user_1888,Lampu Tidur,"Mantap, gak nyesel beli di sini.",5,2023-01-28
bnababan,Jam Tangan Digital,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-03-29
putukusumo,Jam Tangan Digital,"Harga terjangkau, kualitas mantap!",5,2025-02-12
rezayuniar,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-03-31
user_13384,Kemeja Pria,Sangat puas dengan pelayanan toko ini.,4,2023-10-31
user_15066,Powerbank,Sudah komplain tapi tidak ada solusi.,1,2023-04-01
user_16390,Rak Sepatu,Baru dipakai sebentar sudah rusak.,1,2023-08-20
user_10338,Sepatu Sneakers,Pengiriman sangat lama.,1,2024-07-12
user_1166,Mouse Wireless,Worth it banget untuk harga segini.,4,2023-09-02
galihwacana,Sandals Pria,"Warnanya cantik dan tahan lama, puas banget!",4,2024-07-13
user_19992,Parfum Wanita,Tidak direkomendasikan sama sekali.,2,2024-02-06
nsafitri,Kaos Oblong,Barang sampai dengan aman dan cepat.,5,2025-01-27
user_23338,Jam Tangan Digital,Penjual sangat ramah dan fast respon.,5,2024-01-23
rikofernandi,Tas Selempang Pria  urban factor - RHYS Sling Bag Kasual Unisex,Mantap kali keren barsngnya,5,2025-03-03 18:43
user_10463,Rak Sepatu,Ukuran tidak sesuai deskripsi.,2,2023-03-19
user_13546,Mouse Wireless,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-07-01
safina08,Tas Ransel,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-01-12
user_13835,Skincare Serum,Warna dan bentuk persis seperti di gambar.,5,2024-12-18
maheswaramelinda,Lipstik Matte,Barang sampai dengan aman dan cepat.,4,2024-09-09
user_2862,Lampu Tidur,Top banget! Bakal order lagi nanti.,4,2024-03-29
user_17771,Headset Gaming,Penjual tidak merespon chat.,2,2023-01-06
user_17890,Mouse Wireless,Sudah komplain tapi tidak ada solusi.,1,2023-08-09
user_3666,Kemeja Pria,Barang tidak berfungsi dengan baik.,2,2024-10-18
user_5759,Flashdisk 64GB,Packing asal-asalan.,2,2023-09-11
user_4645,Makeup Set,Kualitas sangat buruk.,2,2024-10-16
user_10439,Tas Wanita,Penjual tidak merespon chat.,2,2023-08-18
user_15701,Makeup Set,Barang tidak berfungsi dengan baik.,2,2024-07-15
user_17227,Headset Gaming,Sangat direkomendasikan untuk semua orang.,5,2024-07-07
user_18320,Parfum Wanita,Kualitas sangat buruk.,2,2024-01-09
user_476,Lampu Tidur,Worth it banget untuk harga segini.,4,2023-03-11
user_22763,Kursi Lipat,"Servis buruk, tidak profesional.",1,2024-08-08
user_4891,Mouse Wireless,"Beli karena review bagus, ternyata zonk.",1,2024-01-15
user_14808,Headset Gaming,Barang tidak berfungsi dengan baik.,2,2024-02-24
n*****0,HijabChic Amiya Creme Top - Baju Lebaran Katun Premium Tali Pita Cantik Motif Bunga Busui,"Desain:cantik
Warna:soft pastel
Kenyamanan:nyaman

Motifnya cantik
Suka bgt sama perpaduan warnanya !!!
Bahannya halus, tidak tebal ataupun tipis
Tp sizenya kebesaran buat saya jd msti dikecilin
Terima kasih",5,2025-03-21 13:52
user_18456,Mouse Wireless,Worth it banget untuk harga segini.,4,2024-01-02
user_19916,Flashdisk 64GB,Packing asal-asalan.,1,2023-08-06
user_1873,Celana Jeans,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-05-24
user_18897,Makeup Set,Ukuran tidak sesuai deskripsi.,2,2024-11-04
user_17264,Meja Belajar,Warna dan bentuk persis seperti di gambar.,4,2024-04-14
user_3721,Skincare Serum,Baru dipakai sebentar sudah rusak.,2,2024-05-25
user_9905,Kursi Lipat,Suka banget sama produk ini.,5,2024-10-30
permadiilyas,Mouse Wireless,Barang sampai dengan aman dan cepat.,4,2025-04-29
user_11216,Flashdisk 64GB,Barang tidak berfungsi dengan baik.,1,2023-07-01
user_20940,Makeup Set,Produk tidak sesuai gambar.,2,2024-11-01
user_15293,Parfum Wanita,Barang datang lebih cepat dari perkiraan.,5,2023-03-18
user_17361,Meja Belajar,Tidak direkomendasikan sama sekali.,2,2024-02-01
user_1638,Powerbank,Produk kotor dan tidak layak pakai.,1,2023-09-25
user_5908,Meja Belajar,Penjual sangat ramah dan fast respon.,4,2024-11-12
user_6889,Makeup Set,Ukuran pas dan sesuai pesanan.,5,2023-07-09
oniescrochet,Gio Saverino Flat Shoes Tali Wanita Norita,"Desain:cantik
Kenyamanan:nyaman
Tekstur:empuk banget

Ini sih agak ga percaya awalnya.. krn selain jauh di medan, harga murah, apa bs secakep gambar. Mana langsung beli 2 kan.. ternyata beneran senyaman dan secantik gambaaar.. ga ragu deh ntar beli lg.. thank you..",5,2025-06-12 17:10
user_20648,Mouse Wireless,Sudah komplain tapi tidak ada solusi.,1,2023-02-12
anindah01,Gosh Zinnia 449 Backpack,"Desain:Elegan
Keaslian:Ori official
Kualitas:bagus banget bahan tebal

Bagus banget, desainnya elegan simple.. nggak nyesel.. bahan tebal, agak berat soalnya ada besi nya di bagian depan.
Pengiriman cepet banget cuma 1 hari doang",5,2025-06-08 20:21
user_1682,Skincare Serum,Produk sangat bagus dan sesuai deskripsi!,4,2023-03-11
user_23759,Headset Gaming,Rating tinggi tapi kualitas rendah.,1,2023-01-11
user_674,Tas Wanita,Packing asal-asalan.,1,2023-01-11
zahra33,Sepatu Sneakers,"Harga terjangkau, kualitas mantap!",5,2024-10-17
user_15408,Buku Catatan,Worth it banget untuk harga segini.,4,2024-01-13
user_24991,Jam Tangan Digital,"Barang cacat, sangat mengecewakan.",2,2023-04-16
gracevictoria396,SKIN1004 Madagascar Centella Toning Toner 400ml,"Tekstur:cepat meresap dikulit
Daya Serap:sangat baguss
Cocok untuk:cocok untuk muka sensitif dan berjerawat

Untuk paketnya tolong diperbaiki lagi yaa, karena sampe rusak begitu paketnya tapi untungnya barang""nya masih aman ngak ada yang pecah atau lecet",5,2025-06-11 23:01
jasmani27,Jaket Hoodie,"Sudah belanja beberapa kali, selalu puas.",4,2025-01-22
user_350,Sepatu Sneakers,"Beli karena review bagus, ternyata zonk.",2,2023-05-31
user_6948,Powerbank,Warna tidak sesuai pesanan.,2,2024-07-20
user_14765,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,4,2024-11-23
user_7517,Keyboard Mechanical,Pengiriman sangat lama.,2,2024-01-07
user_3425,Kursi Lipat,"Barang cacat, sangat mengecewakan.",1,2023-09-19
