Username,Produk,Review,Rating,ReviewAt,Label
kayla85,Kaos Oblong,Produk original dan kualitasnya premium.,4,2025-05-06,1
novaulyana21,SKINTIFIC - Amino Acid Ultra Gentle Cleansing Mousse 100ml,Saya sudah chat admin minta tolong dikasih expired yang paling lama. Tapi dikasih yang tahun 2026 😥😥,2,2025-06-07 19:39,0
user_15827,Keyboard Mechanical,"Mantap, gak nyesel beli di sini.",5,2023-10-02,1
user_1388,Headset Gaming,Produk sangat bagus dan sesuai deskripsi!,4,2023-10-23,1
mursita28,Jaket Hoodie,Produk original dan kualitasnya premium.,4,2024-09-22,1
user_6113,Skincare Serum,"Puas banget, terima kasih seller!",4,2023-01-27,1
user_19094,Smartphone Android,Sangat puas dengan pelayanan toko ini.,5,2023-03-21,1
user_18078,Sepatu Sneakers,Produk sangat bagus dan sesuai deskripsi!,5,2024-12-11,1
garangmandasari,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",4,2024-12-23,1
raina81,Tas Ransel,Barang sampai dengan aman dan cepat.,5,2024-08-06,1
user_6674,Tas Wanita,Sangat puas dengan pelayanan toko ini.,4,2023-08-28,1
user_18280,Keyboard Mechanical,Top banget! Bakal order lagi nanti.,4,2023-06-15,1
mandalamaras,Lipstik Matte,"Packing rapi banget, penjual ramah.",5,2025-04-22,1
user_3800,Kursi Lipat,Harga terjangkau dengan kualitas oke.,5,2023-07-08,1
hutasoithartaka,Kaos Oblong,"Warnanya cantik dan tahan lama, puas banget!",4,2024-09-15,1
gandamaryati,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",5,2024-06-20,1
jnapitupulu,Tas Ransel,"Sudah belanja beberapa kali, selalu puas.",5,2025-04-05,1
hsimanjuntak,Tumbler Stainless,"Warnanya cantik dan tahan lama, puas banget!",4,2025-02-04,1
melanioliva,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-17,1
user_4048,Keyboard Mechanical,Sangat direkomendasikan untuk semua orang.,5,2023-02-22,1
user_19751,Kursi Lipat,Harga terjangkau dengan kualitas oke.,5,2024-01-13,1
puput60,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-06-01,1
user_6460,Smartphone Android,Sesuai dengan rating dan review yang saya baca.,4,2024-02-02,1
user_23427,Makeup Set,Top banget! Bakal order lagi nanti.,4,2023-02-25,1
user_20085,Headset Gaming,"Mantap, gak nyesel beli di sini.",4,2023-12-26,1
user_7655,Meja Belajar,Barang datang lebih cepat dari perkiraan.,4,2023-03-22,1
user_8675,Kemeja Pria,Warna dan bentuk persis seperti di gambar.,4,2024-09-29,1
afirmansyah,Mouse Wireless,"Sudah belanja beberapa kali, selalu puas.",5,2025-03-20,1
iharyanti,Celana Jeans,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-09-21,1
k3b_95to7v,COD / SARUNG GULING / SARUNG BANTAL / CUSTOM / POLOS / MOTIF / BANTAL CINTA,"Tekstur:halus
Kualitas Bahan:bagus dan semoga tahan lama
Kenyamanan:adem saat dipakai

Real pick banget ,,bahan bagus ,adem ,dan nyaman saat dipakai",5,2025-05-17 18:25,1
budiyantokarja,Powerbank 10000mAh,"Harga terjangkau, kualitas mantap!",4,2024-12-15,1
user_12667,Keyboard Mechanical,Barang original dan berkualitas.,5,2024-07-11,1
gadingmaryati,Jaket Hoodie,Produk original dan kualitasnya premium.,5,2024-07-14,1
user_4974,Tas Wanita,"Puas banget, terima kasih seller!",5,2023-10-05,1
user_15018,Celana Jeans,Sangat puas dengan pelayanan toko ini.,4,2023-06-24,1
user_22008,Headset Gaming,Sangat direkomendasikan untuk semua orang.,4,2023-06-05,1
user_11018,Celana Jeans,Penjual sangat ramah dan fast respon.,4,2023-06-19,1
user_14411,Powerbank,Worth it banget untuk harga segini.,5,2023-12-16,1
tirtayasapurwanti,Kemeja Polos,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-04-03,1
user_21912,Keyboard Mechanical,"Puas banget, terima kasih seller!",4,2024-10-04,1
user_10692,Meja Belajar,Produk sangat bagus dan sesuai deskripsi!,4,2023-01-12,1
user_4681,Parfum Wanita,Sangat puas dengan pelayanan toko ini.,5,2023-10-30,1
vera_indarti_djatmika,Connexion Rajut Kaos Lengan Pendek Wanita 121258194,Warna merahnya bagus agak glossy..model juga bagus hanya saja ini knitnya agak panas klo dipake bukan tipe yg adem semriwing gitu ya tapi bahan kayak gini kuat biasanya ga gampang berbulu dan ga bisa melar 😅,5,2025-06-12 11:48,1
d*****7,Dompet Shopie Martin Wanita Lipat Hitam W2019B2,"terimakasih byk seller paket mendarat dgn sempurna,produk sesuai pesanan,kualitas oke2 saja tapi ternyata lumayan lebar juga dompetnya its okey",5,2025-05-29 19:48,1
user_24619,Makeup Set,Kualitas di atas ekspektasi saya!,4,2024-06-09,1
gambirapratiwi,Jaket Hoodie,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-19,1
user_22194,Kaos Polos,Produk sangat bagus dan sesuai deskripsi!,4,2023-07-28,1
user_15433,Skincare Serum,Barang original dan berkualitas.,4,2024-09-01,1
bambangmarpaung,Celana Jeans,"Pengiriman cepat, packing rapi. Recommended!",5,2024-09-09,1
user_615,Tas Wanita,Kualitas di atas ekspektasi saya!,4,2024-10-06,1
user_982,Mouse Wireless,Pengiriman cepat dan aman.,5,2023-11-05,1
user_9610,Powerbank,"Mantap, gak nyesel beli di sini.",4,2023-04-17,1
pfujiati,Parfum Unisex,"Harga terjangkau, kualitas mantap!",5,2025-02-07,1
user_23139,Jam Tangan Digital,Pengiriman sangat lama.,3,2023-11-12,0
ciaobella12,Jaket Hoodie,Produk original dan kualitasnya premium.,5,2025-03-18,1
user_22183,Smartphone Android,Sesuai dengan rating dan review yang saya baca.,5,2023-04-14,1
user_4647,Sepatu Sneakers,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-04-14,1
user_23299,Skincare Serum,Sangat direkomendasikan untuk semua orang.,5,2023-01-06,1
user_21759,Lampu Tidur,Pengiriman cepat dan aman.,5,2024-12-29,1
kimoshop99,Sepatu sneakers ringan dewasa St.moritz (36-40),"Bagusss
Bener2 realpict

Sore liat nih spatu di mall. Tiba2 pengen beli.
Malam order d shopee 😂
Lumayan dpt diskon 25% pake koin
Wkekkwk... belanja cerdas 😂",5,2022-01-15 17:20,1
user_24062,Buku Catatan,Worth it banget untuk harga segini.,5,2024-06-09,1
estiono25,Dompet Kulit,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-09-05,1
user_12429,Sepatu Sneakers,Sudah beli berkali-kali di sini dan selalu puas.,4,2023-10-29,1
user_19714,Kursi Lipat,"Barang cacat, sangat mengecewakan.",1,2024-01-23,0
user_15500,Rak Sepatu,Warna dan bentuk persis seperti di gambar.,4,2023-08-10,1
user_19276,Mouse Wireless,Warna tidak sesuai pesanan.,2,2024-03-30,0
user_4587,Tas Wanita,Suka banget sama produk ini.,4,2023-10-25,1
rosahardiana,Bed Cover Set Bear Pop Mix Dua Warna - Beruang - 90x200 - 200x200 - Evedaily,"Desain:lucu
Tekstur:lumayan
Kenyamanan:lumayan

Lumayan lah dgn hrg segtu kwalitasnya, kalo dipake di tempat AC nyaman",4,2025-05-18 21:26,1
user_12689,Rak Sepatu,Penjual tidak merespon chat.,1,2023-04-14,0
user_17865,Smartphone Android,Barang original dan berkualitas.,4,2023-08-30,1
zpermadi,Kaos Oblong,"Respon penjual cepat, barang dikirim hari itu juga.",5,2025-03-10,1
ganggriawan,Sandals Pria,Produk original dan kualitasnya premium.,5,2024-07-16,1
cpranowo,Tas Ransel,"Harga terjangkau, kualitas mantap!",5,2024-10-28,1
user_16859,Headset Gaming,Penjual sangat ramah dan fast respon.,4,2024-10-13,1
jhidayanto,Powerbank 10000mAh,Barang sampai dengan aman dan cepat.,5,2025-05-04,1
novitasarisamsul,Headset Bluetooth,"Sudah belanja beberapa kali, selalu puas.",5,2024-08-18,1
hasanprasetya,Jaket Hoodie,"Produk bagus, bahan adem dan sesuai gambar.",4,2025-03-31,1
user_10413,Meja Belajar,Kualitas di atas ekspektasi saya!,4,2023-12-07,1
user_18487,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2023-08-24,1
user_10964,Jam Tangan Digital,"Puas banget, terima kasih seller!",5,2024-09-16,1
maryatibajragin,Tumbler Stainless,"Sudah belanja beberapa kali, selalu puas.",4,2025-03-02,1
user_5188,Jam Tangan Digital,Worth it banget untuk harga segini.,5,2024-02-13,1
user_11867,Keyboard Mechanical,"Barang cacat, sangat mengecewakan.",3,2023-04-12,0
jyuliarti,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",5,2024-07-28,1
user_13713,Kursi Lipat,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-01-31,1
user_14018,Sepatu Sneakers,Sangat puas dengan pelayanan toko ini.,4,2023-08-29,1
user_5248,Sepatu Sneakers,Packing rapi dan aman sampai tujuan.,4,2023-12-19,1
d*****2,Sandal Slipper Cewek S.yvs,Makasih kakak....lope dechh❤️🙏,5,2025-04-01 22:13,1
asmuni86,Kemeja Polos,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-03,1
mutia97,Lipstik Matte,"Sudah belanja beberapa kali, selalu puas.",5,2024-11-06,1
user_5298,Kemeja Pria,Suka banget sama produk ini.,4,2023-10-31,1
a*****a,Bed Cover Set Motif Feleti Mix Plain Lylac  - Ukuran Lengkap Bisa Custom - evedaily,"Warna:sesuai dengan gambar
Tekstur:lembut
Kenyamanan:nyaman saat dipakai

paketnya sudah diterima semoga cocok en nyaman dipakai terimakasih shopi n seller sukses selalu",5,2025-05-19 15:11,1
user_2953,Rak Sepatu,"Pelayanan cepat, packing aman, produk oke!",4,2023-10-01,1
padmamegantara,Mouse Wireless,Produk original dan kualitasnya premium.,5,2025-04-17,1
user_18167,Kemeja Pria,Suka banget sama produk ini.,4,2023-07-11,1
puti46,Mouse Wireless,"Sudah belanja beberapa kali, selalu puas.",5,2024-10-12,1
user_23248,Parfum Wanita,"Puas banget, terima kasih seller!",4,2023-04-15,1
salahudinvero,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",4,2025-05-22,1
user_18418,Kursi Lipat,Sangat direkomendasikan untuk semua orang.,5,2024-11-26,1
user_19895,Rak Sepatu,Harga terjangkau dengan kualitas oke.,5,2023-05-30,1
user_2108,Keyboard Mechanical,Pengiriman sangat lama.,1,2023-03-02,0
user_20821,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2023-11-16,1
user_9882,Keyboard Mechanical,"Mantap, gak nyesel beli di sini.",5,2024-08-06,1
user_8606,Jam Tangan Digital,"Mantap, gak nyesel beli di sini.",5,2023-06-27,1
neyra2022,[NOT FOR SALE]  Wardah Plump & Firm Gel Moisturizer 30 g - Face Care,"Tekstur:teksturnya lembuh
Berat:tidak lengket di kulit
Aroma:wanginya lembut

Semoga cocok di kulit wajahku,",5,2025-06-13 10:17,1
user_4433,Tas Wanita,"Mantap, gak nyesel beli di sini.",4,2024-09-18,1
user_24091,Celana Jeans,Warna dan bentuk persis seperti di gambar.,4,2023-07-22,1
tarihorantasdik,Mouse Wireless,Barang sampai dengan aman dan cepat.,5,2025-02-03,1
user_7919,Buku Catatan,Barang datang lebih cepat dari perkiraan.,5,2024-10-26,1
user_18965,Tas Wanita,"Servis buruk, tidak profesional.",3,2023-12-18,0
user_16725,Tas Wanita,Packing rapi dan aman sampai tujuan.,5,2024-03-03,1
user_18898,Makeup Set,Produk kotor dan tidak layak pakai.,1,2023-10-13,0
user_19208,Keyboard Mechanical,Barang tidak berfungsi dengan baik.,3,2024-12-28,0
user_23604,Parfum Wanita,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-02-20,1
siska73,Tas Ransel,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-27,1
user_13897,Rak Sepatu,Top banget! Bakal order lagi nanti.,4,2024-03-14,1
user_4475,Buku Catatan,Kualitas di atas ekspektasi saya!,4,2024-09-05,1
bakionohariyah,Jam Tangan Digital,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-07-05,1
user_6934,Smartphone Android,Packing rapi dan aman sampai tujuan.,4,2023-05-17,1
user_21537,Headset Gaming,Packing rapi dan aman sampai tujuan.,4,2024-06-05,1
user_4693,Powerbank,Baru dipakai sebentar sudah rusak.,1,2024-01-21,0
user_21796,Flashdisk 64GB,Sudah beli berkali-kali di sini dan selalu puas.,4,2024-06-20,1
user_10003,Smartphone Android,Warna tidak sesuai pesanan.,2,2023-04-26,0
user_9786,Buku Catatan,Sangat puas dengan pelayanan toko ini.,4,2023-06-18,1
user_18617,Tas Wanita,Ukuran pas dan sesuai pesanan.,5,2023-02-27,1
user_3040,Celana Jeans,Kualitas sangat buruk.,2,2023-07-19,0
cemeti54,Tas Ransel,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-07-28,1
kamidinmandasari,Jam Tangan Digital,"Packing rapi banget, penjual ramah.",5,2024-10-26,1
user_21917,Makeup Set,"Mantap, gak nyesel beli di sini.",5,2023-05-08,1
makara94,Keyboard Mechanical,"Packing rapi banget, penjual ramah.",5,2025-02-03,1
ewahyudin,Tumbler Stainless,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-09-14,1
user_13511,Parfum Wanita,Kualitas di atas ekspektasi saya!,5,2024-11-27,1
vhardiansyah,Celana Jeans,"Warnanya cantik dan tahan lama, puas banget!",5,2025-01-25,1
user_5899,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,4,2024-03-29,1
estiawanfujiati,Keyboard Mechanical,Barang sampai dengan aman dan cepat.,5,2025-01-10,1
user_21452,Meja Belajar,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-04-20,1
oktavianisaadat,Celana Jeans,"Harga terjangkau, kualitas mantap!",5,2025-03-24,1
padma47,Sandals Pria,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-04-29,1
ajimin69,Sandals Pria,"Packing rapi banget, penjual ramah.",5,2025-05-18,1
user_6654,Keyboard Mechanical,Barang datang lebih cepat dari perkiraan.,5,2024-12-29,1
zthamrin,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2024-06-18,1
ibraniaryani,Lipstik Matte,"Harga terjangkau, kualitas mantap!",5,2025-06-01,1
marpaungina,Mouse Wireless,"Produk bagus, bahan adem dan sesuai gambar.",4,2024-11-29,1
user_7397,Powerbank,Produk sangat bagus dan sesuai deskripsi!,4,2023-07-12,1
user_16032,Lampu Tidur,Produk sangat bagus dan sesuai deskripsi!,4,2023-09-27,1
user_22284,Makeup Set,Sangat direkomendasikan untuk semua orang.,4,2023-01-24,1
gunawaniriana,Parfum Unisex,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-08-31,1
user_14258,Kursi Lipat,Worth it banget untuk harga segini.,4,2024-09-10,1
user_9493,Meja Belajar,Kualitas sangat buruk.,1,2024-05-21,0
user_24124,Mouse Wireless,Sesuai dengan rating dan review yang saya baca.,4,2023-12-28,1
user_15517,Lampu Tidur,Harga terjangkau dengan kualitas oke.,5,2024-04-30,1
user_3659,Parfum Wanita,Barang datang lebih cepat dari perkiraan.,5,2024-03-28,1
hnababan,Tas Ransel,Produk original dan kualitasnya premium.,4,2024-12-03,1
user_6788,Tas Wanita,Sangat puas dengan pelayanan toko ini.,5,2023-11-11,1
alfandy775,BLACKMORES JOINT COMFORT BPOM KALBE - 30 TAB | Suplemen Kesehatan Sendi. Asam Urat Dan Rematik,"Kadaluarsa:aman masih panjang

Segel aman dan barang dalam keadaan baik",5,2025-06-12 21:05,1
pnajmudin,Kaos Oblong,Barang sampai dengan aman dan cepat.,5,2024-11-30,1
user_22658,Tas Wanita,Top banget! Bakal order lagi nanti.,4,2023-10-02,1
ibunbudiyanto,Sandals Pria,"Sudah belanja beberapa kali, selalu puas.",5,2025-01-08,1
user_10494,Buku Catatan,Produk tidak sesuai gambar.,1,2023-09-16,0
user_21760,Mouse Wireless,Top banget! Bakal order lagi nanti.,4,2024-12-30,1
user_12613,Sepatu Sneakers,"Barang palsu, bukan original.",2,2023-04-22,0
user_1343,Celana Jeans,Sangat direkomendasikan untuk semua orang.,4,2024-12-08,1
user_4429,Sepatu Sneakers,"Mantap, gak nyesel beli di sini.",4,2023-01-10,1
user_1364,Jam Tangan Digital,"Pelayanan cepat, packing aman, produk oke!",4,2023-11-08,1
user_9581,Kemeja Pria,Terlalu mahal untuk kualitas seperti ini.,1,2023-05-02,0
dwisuwarno,Jam Tangan Digital,"Warnanya cantik dan tahan lama, puas banget!",5,2024-11-30,1
user_112,Smartphone Android,Sudah beli berkali-kali di sini dan selalu puas.,5,2023-03-11,1
user_2050,Skincare Serum,"Mantap, gak nyesel beli di sini.",4,2024-03-10,1
user_2944,Keyboard Mechanical,Warna dan bentuk persis seperti di gambar.,5,2024-02-08,1
mmanullang,Tas Ransel,"Warnanya cantik dan tahan lama, puas banget!",5,2024-12-05,1
user_4031,Kemeja Pria,Penjual sangat ramah dan fast respon.,4,2024-09-20,1
user_3646,Smartphone Android,"Pelayanan cepat, packing aman, produk oke!",4,2024-11-24,1
user_20642,Rak Sepatu,Packing asal-asalan.,3,2023-11-11,0
pudjiastutitami,Jam Tangan Digital,"Respon penjual cepat, barang dikirim hari itu juga.",5,2024-12-27,1
user_7398,Powerbank,Sangat puas dengan pelayanan toko ini.,4,2023-10-09,1
user_7172,Flashdisk 64GB,Top banget! Bakal order lagi nanti.,5,2023-06-04,1
user_16848,Jam Tangan Digital,Sangat direkomendasikan untuk semua orang.,5,2024-04-22,1
user_16396,Tas Wanita,Produk tidak sesuai gambar.,2,2024-07-08,0
user_3206,Meja Belajar,Barang original dan berkualitas.,5,2024-11-30,1
user_17368,Kemeja Pria,Kualitas di atas ekspektasi saya!,5,2023-12-31,1
user_5182,Jam Tangan Digital,Barang original dan berkualitas.,4,2023-07-22,1
user_17899,Parfum Wanita,Kualitas di atas ekspektasi saya!,5,2024-02-25,1
wulandarijaka,Tumbler Stainless,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-06-14,1
user_2479,Kemeja Pria,"Barang cacat, sangat mengecewakan.",2,2023-12-15,0
user_22385,Smartphone Android,Barang original dan berkualitas.,5,2023-03-27,1
user_21974,Parfum Wanita,Harga terjangkau dengan kualitas oke.,4,2024-06-10,1
novitasarimulya,Mouse Wireless,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-05-30,1
yulia65,Headset Bluetooth,Produk original dan kualitasnya premium.,5,2025-01-19,1
user_14895,Headset Gaming,Warna tidak sesuai pesanan.,2,2023-10-30,0
user_6739,Smartphone Android,"Puas banget, terima kasih seller!",4,2023-04-01,1
user_19710,Powerbank,Barang rusak saat diterima.,1,2023-04-12,0
lmandasari,Tumbler Stainless,"Respon penjual cepat, barang dikirim hari itu juga.",4,2025-01-23,1
user_15817,Smartphone Android,Sudah beli berkali-kali di sini dan selalu puas.,5,2024-11-21,1
calistasantoso,Tumbler Stainless,Barang sampai dengan aman dan cepat.,5,2025-04-04,1
cahyanto65,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2025-05-02,1
yulianahidayanto,Tumbler Stainless,"Sudah belanja beberapa kali, selalu puas.",5,2025-04-09,1
user_488,Meja Belajar,"Puas banget, terima kasih seller!",4,2024-04-05,1
ratih34,Jam Tangan Digital,Produk original dan kualitasnya premium.,5,2024-12-24,1
kala01,Lipstik Matte,Barang sampai dengan aman dan cepat.,5,2025-03-26,1
d*****4,Paperbag Miniso KKV Matahari,"Desain:bagus
Ketebalan:sesuai
Warna:merah

Toko amanah pengiriman cepat harga standart",5,2025-03-23 16:58,1
mitralatupono,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2025-04-08,1
narpatikarimah,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2025-04-17,1
user_699,Buku Catatan,Pengiriman cepat dan aman.,4,2024-09-28,1
h*****a,SKIN1004 Madagascar Centella Air-Fit Suncream Plus (Renewal) 50ml,LITERALLY KAYAKKKKKK MENCEGAH BELANG BGT ASLI SUKA NO BELANG BELANG CLUB,5,2025-06-11 17:06,1
nelvievanessa,SKIN1004 Madagascar Centella Ampoule 30ml,"Tekstur:lembut
Daya Serap:cepat menyerap
Cocok untuk:nyaman di pakai",5,2025-06-04 11:50,1
nashiruddinilsa,Jam Tangan Digital,"Sudah belanja beberapa kali, selalu puas.",5,2025-02-16,1
damu47,Lipstik Matte,Produk original dan kualitasnya premium.,5,2024-12-16,1
puspasarimartaka,Sepatu Sneakers,"Respon penjual cepat, barang dikirim hari itu juga.",4,2024-08-06,1
simon68,Powerbank 10000mAh,Produk original dan kualitasnya premium.,4,2024-07-09,1
garan34,Kemeja Polos,"Packing rapi banget, penjual ramah.",4,2024-12-29,1
gallerykids,BOSTANTEN Dompet Lipat Pria Koin Ritleting Bahan Kulit PU Hitam/Kopi/Coklat,Mantapp betull,5,2025-06-12 16:40,1
user_18313,Parfum Wanita,"Pelayanan cepat, packing aman, produk oke!",5,2023-02-13,1
user_15532,Parfum Wanita,Penjual sangat ramah dan fast respon.,4,2024-09-25,1
prayoga56,Kemeja Polos,"Pengiriman cepat, packing rapi. Recommended!",5,2025-03-21,1
user_9388,Skincare Serum,Sangat direkomendasikan untuk semua orang.,5,2024-10-21,1
osinaga,Mouse Wireless,Barang sampai dengan aman dan cepat.,5,2024-11-15,1
user_8414,Makeup Set,"Barang cacat, sangat mengecewakan.",1,2024-11-02,0
dadi71,Parfum Unisex,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-28,1
user_10771,Parfum Wanita,Baru dipakai sebentar sudah rusak.,2,2024-12-29,0
user_5234,Sepatu Sneakers,"Mantap, gak nyesel beli di sini.",5,2023-02-13,1
user_398,Smartphone Android,"Puas banget, terima kasih seller!",4,2023-04-06,1
bakionomustofa,Jaket Hoodie,"Pengiriman cepat, packing rapi. Recommended!",5,2025-02-10,1
user_20550,Headset Gaming,"Puas banget, terima kasih seller!",4,2024-07-11,1
makara80,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2024-12-28,1
awijayanti,Headset Bluetooth,Produk original dan kualitasnya premium.,4,2024-07-20,1
jadriansyah,Kaos Oblong,Barang sampai dengan aman dan cepat.,4,2024-07-04,1
user_14577,Kemeja Pria,Packing rapi dan aman sampai tujuan.,5,2024-04-29,1
danuja97,Powerbank 10000mAh,"Harga terjangkau, kualitas mantap!",4,2025-04-25,1
anitamahendra,Kaos Oblong,"Packing rapi banget, penjual ramah.",5,2025-03-09,1
tdamanik,Tumbler Stainless,Produk original dan kualitasnya premium.,5,2025-04-08,1
cakrawala67,Sepatu Sneakers,Produk original dan kualitasnya premium.,4,2025-02-18,1
user_20331,Tas Wanita,Harga terjangkau dengan kualitas oke.,5,2024-04-16,1
user_14416,Keyboard Mechanical,Sudah komplain tapi tidak ada solusi.,2,2024-06-05,0
lhutapea,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",4,2025-02-22,1
user_18527,Lampu Tidur,Rating tinggi tapi kualitas rendah.,2,2023-10-13,0
hasim02,Sandals Pria,"Pengiriman cepat, packing rapi. Recommended!",5,2025-01-11,1
megantararestu,Parfum Unisex,"Packing rapi banget, penjual ramah.",5,2025-02-25,1
surya61,Sepatu Sneakers,"Packing rapi banget, penjual ramah.",4,2024-10-19,1
user_22123,Rak Sepatu,Ukuran pas dan sesuai pesanan.,4,2024-01-15,1
user_15153,Celana Jeans,Barang original dan berkualitas.,4,2023-04-21,1
user_14669,Powerbank,Kualitas di atas ekspektasi saya!,4,2023-02-05,1
user_7290,Makeup Set,Warna dan bentuk persis seperti di gambar.,5,2023-02-22,1
user_7540,Rak Sepatu,Pengiriman cepat dan aman.,5,2024-11-18,1
inggamakeup,ESQA Minimalist Eye Tint Corrector,"Buildable coverage, cakeeeep",5,2025-06-13 06:20,1
fdamanik,Parfum Unisex,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-12-25,1
pia92,Parfum Unisex,Barang sampai dengan aman dan cepat.,5,2025-03-06,1
user_24752,Rak Sepatu,Sangat puas dengan pelayanan toko ini.,5,2024-07-09,1
vharyanto,Lipstik Matte,"Warnanya cantik dan tahan lama, puas banget!",5,2024-08-25,1
user_13103,Kursi Lipat,Warna dan bentuk persis seperti di gambar.,5,2023-07-11,1
halimraden,Sepatu Sneakers,"Produk bagus, bahan adem dan sesuai gambar.",5,2025-02-20,1
apermata,Celana Jeans,Barang sampai dengan aman dan cepat.,4,2024-12-16,1
cindypalastri,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2025-03-06,1
vero39,Sepatu Sneakers,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-08-09,1
user_11477,Sepatu Sneakers,Ukuran pas dan sesuai pesanan.,4,2023-02-26,1
user_10593,Celana Jeans,"Barang palsu, bukan original.",1,2024-10-21,0
user_11048,Buku Catatan,"Barang cacat, sangat mengecewakan.",3,2024-09-30,0
user_11565,Sepatu Sneakers,Sangat direkomendasikan untuk semua orang.,5,2024-11-05,1
prasetyo48,Celana Jeans,Produk original dan kualitasnya premium.,4,2025-05-28,1
cawuk14,Kaos Oblong,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-02-11,1
user_16491,Lampu Tidur,Ukuran pas dan sesuai pesanan.,5,2023-08-09,1
user_5096,Parfum Wanita,Harga terjangkau dengan kualitas oke.,5,2023-04-03,1
lizafroulina,ERHA Twin Flame Acneact Gentle Acne Facial Wash Witch Hazel & BHA 100g  - Sabun Wajah Jerawat,Kelihatannya admin lupa kalau yang saya pesan twin pack. Yang dikirim cuma 1 pcs facial wash. Tidak sempat videokan unboxing. It's ok tapi minta tlg admin lebih perhatikan utk ke depannya.,1,2025-06-12 20:21,0
user_9240,Makeup Set,Kualitas di atas ekspektasi saya!,4,2024-01-04,1
pmqe6d9lih,Fleurette| Sepatu Sendal Wanita |LUISA,"Baru di pakai 1 hari sudah mengelupas.
kecewa tidak sesuai sama harganya.",1,2025-03-29 11:37,0
awulandari,Lipstik Matte,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2025-05-08,1
betania37,Powerbank 10000mAh,"Warnanya cantik dan tahan lama, puas banget!",5,2024-12-02,1
santosokajen,Dompet Kulit,"Packing rapi banget, penjual ramah.",5,2025-02-11,1
user_6345,Keyboard Mechanical,"Mantap, gak nyesel beli di sini.",4,2024-03-12,1
a*****o,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule 30ml,"Tekstur:ok
Daya Serap:ok
Keaslian:ok

Barang diterima sesuai pesanan dan sudah ada label terjemahan cara penggunaan. Dapat bonus juga, semoga cocok setelah dipakai. Packing standar kardus+bubblewrap. Terima kasih.",5,2025-06-12 01:32,1
user_23295,Kaos Polos,Kualitas di atas ekspektasi saya!,5,2023-08-26,1
user_8726,Mouse Wireless,Worth it banget untuk harga segini.,4,2024-11-28,1
rpurwanti,Lipstik Matte,"Pengiriman cepat, packing rapi. Recommended!",5,2024-06-19,1
user_7405,Skincare Serum,"Pelayanan cepat, packing aman, produk oke!",4,2024-02-08,1
user_13236,Makeup Set,"Pelayanan cepat, packing aman, produk oke!",4,2023-03-05,1
mulyanto62,Headset Bluetooth,"Produk bagus, bahan adem dan sesuai gambar.",5,2024-10-07,1
kawaca95,Kaos Oblong,wangi murah adem wangi murah cepat cepat oke,4,2025-03-29,1
user_21320,Skincare Serum,Suka banget sama produk ini.,4,2023-04-24,1
user_10096,Mouse Wireless,Sangat puas dengan pelayanan toko ini.,5,2023-03-30,1
hidayatjatmiko,Powerbank 10000mAh,"Sesuai deskripsi, kualitas oke dan tahan lama.",5,2024-10-27,1
user_16049,Tas Wanita,Pengiriman sangat lama.,2,2024-10-23,0
